placement,top4,level,gold_left,last_round,level_efficiency,top_trait,active_trait_count,unit_star_avg,unit_count,item_concentration,damage_to_players,players_eliminated,_unit_items,_traits_raw,match_id,game_version,game_datetime,puuid,is_me
8,0,8,0,27,0.2962962962962963,TFT17_HPTank,4,1.75,8,0.5,56,0,"{""TFT17_Aatrox"": [], ""TFT17_Chogath"": [""TFT_Item_DragonsClaw"", ""TFT_Item_Redemption"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Gragas"": [], ""TFT17_Pantheon"": [], ""TFT17_Maokai"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_TitansResolve"", ""TFT_Item_ArchangelsStaff""], ""TFT17_Urgot"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_Leviathan""], ""TFT17_TahmKench"": [], ""TFT17_Zed"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_Bloodthirster"", ""TFT_Item_GuardianAngel""]}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 1}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 4}, {""name"": ""TFT17_Mecha"", ""style"": 0}, {""name"": ""TFT17_MeleeTrait"", ""style"": 0}, {""name"": ""TFT17_PsyOps"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 0}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}, {""name"": ""TFT17_ZedUniqueTrait"", ""style"": 3}]",NA1_5551723524,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777702121049,QsVYjuBK8FLZtdRcSsOH450GCQpkaruQ_QVvG-4Gxx0bvR_Ri_h_sPAuSCF-0H7UWRkNoX73XPp2Yg,0
1,1,9,6,40,0.225,TFT17_Primordian,11,2.3333333333333335,9,0.25555555555555554,175,2,"{""TFT17_Briar"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_EmptyBag"", ""TFT_Item_EmptyBag""], ""TFT17_Chogath"": [""TFT_Item_Crownguard"", ""TFT_Item_BFSword"", ""TFT_Item_SteraksGage""], ""TFT17_RekSai"": [""TFT_Item_SpectralGauntlet"", ""TFT_Item_RedBuff"", ""TFT_Item_FrozenHeart""], ""TFT17_Belveth"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_Quicksilver""], ""TFT17_Akali"": [], ""TFT17_Kaisa"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_EmptyBag"", ""TFT_Item_EmptyBag""], ""TFT17_Rhaast"": [""TFT17_Item_FlexTraitEmblemItem"", ""TFT17_Item_ShieldTankEmblemItem""], ""TFT17_Kindred"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Deathblade"", ""TFT_Item_LastWhisper""], ""TFT17_Blitzcrank"": []}","[{""name"": ""TFT17_ASTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_DRX"", ""style"": 1}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_MeleeTrait"", ""style"": 1}, {""name"": ""TFT17_Primordian"", ""style"": 4}, {""name"": ""TFT17_RhaastUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}]",NA1_5551723524,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777702121049,TuE-_sqgOI26gYLh8gSj6K6dAJJzkD3YKwJfkZPYmxVKNs2Y6_UDiuIWDNfvDczJvNHVp_1hBIY8fQ,1
3,1,8,1,38,0.21052631578947367,TFT17_Astronaut,6,2.0,8,0.4107142857142858,165,1,"{""TFT17_Poppy"": [], ""TFT17_Gnar"": [], ""TFT17_Milio"": [""TFT_Item_StatikkShiv"", ""TFT_Item_JeweledGauntlet""], ""TFT17_IvernMinion"": [], ""TFT17_Fizz"": [""TFT17_Item_PulsefireEmblemItem"", ""TFT_Item_Crownguard"", ""TFT_Item_WarmogsArmor""], ""TFT17_Rammus"": [""TFT_Item_NightHarvester"", ""TFT_Item_RedBuff"", ""TFT_Item_Redemption""], ""TFT17_Corki"": [""TFT_Item_LastWhisper"", ""TFT17_Item_RangedTraitEmblemItem"", ""TFT_Item_InfinityEdge""], ""TFT17_Riven"": [""TFT_Item_Bloodthirster"", ""TFT_Item_TitansResolve"", ""TFT17_Item_AstronautEmblemItem""]}","[{""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_Astronaut"", ""style"": 4}, {""name"": ""TFT17_Fateweaver"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}, {""name"": ""TFT17_Timebreaker"", ""style"": 2}]",NA1_5551723524,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777702121049,uD_5-USDnHjZnfdjGvXxqVZqpV9J4BSFLHbwDNazTsneJv95skGmjEzTkU5JQww6e1MbDpYIE2vy1Q,0
5,0,8,1,33,0.24242424242424243,TFT17_MorganaUniqueTrait,5,1.875,8,0.5,101,0,"{""TFT17_Mordekaiser"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_NightHarvester""], ""TFT17_Illaoi"": [], ""TFT17_Aurora"": [], ""TFT17_Karma"": [""TFT_Item_BlueBuff"", ""TFT_Item_RapidFireCannon"", ""TFT_Item_HextechGunblade""], ""TFT17_Nunu"": [], ""TFT17_Bard"": [], ""TFT17_Morgana"": [""TFT_Item_HextechGunblade"", ""TFT4_Item_OrnnZhonyasParadox"", ""TFT_Item_UnstableConcoction""]}","[{""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_MorganaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Mountain"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551723524,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777702121049,5YKcHgVr7lGqt6yXRzhz2LQeuRJY8R1kNWOLHY9k4Isdy6gU4biR-BrzUPyynOM7CW7k3Ol4ZPDKBA,0
4,1,8,0,31,0.25806451612903225,TFT17_Stargazer_Shield,7,1.75,8,0.55,97,0,"{""TFT17_Gnar"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_Deathblade""], ""TFT17_Jax"": [], ""TFT17_Mordekaiser"": [], ""TFT17_Rhaast"": [], ""TFT17_Rammus"": [""TFT_Item_GiantsBelt"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Nunu"": [""TFT_Item_AdaptiveHelm"", ""TFT_Item_FrozenHeart"", ""TFT_Item_FrozenHeart""], ""TFT17_Xayah"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_InfinityEdge"", ""TFT_Item_GuinsoosRageblade""], ""TFT17_Bard"": []}","[{""name"": ""TFT17_Astronaut"", ""style"": 1}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_RhaastUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Shield"", ""style"": 4}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,E1m6-md8BB-yx6lkvL-Wg55sNjPcUJ36gCQiZaJ9WPBPe7Ne41Y0r052YQ165V6NVdlxBdnVrPIALQ,0
7,0,8,1,27,0.2962962962962963,TFT17_ADMIN,6,1.6666666666666667,9,0.6222222222222222,42,0,"{""TFT17_Leona"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_BrambleVest"", ""TFT_Item_StatikkShiv""], ""TFT17_Zoe"": [], ""TFT17_IvernMinion"": [], ""TFT17_Mordekaiser"": [], ""TFT17_Illaoi"": [], ""TFT17_Karma"": [""TFT_Item_RapidFireCannon""], ""TFT17_Nunu"": [""TFT_Item_FrozenHeart"", ""TFT_Item_Redemption"", ""TFT_Item_NegatronCloak""], ""TFT17_Leblanc"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_GuinsoosRageblade""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_ADMIN"", ""style"": 4}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 2}, {""name"": ""TFT17_Stargazer_Shield"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,GciosiQ_lN3fmtOTS5cHa7n1w1PJf4BAyBYGiKcIroOiXU3yz_zKQI6SSoSNXwyWXKn7bk1jCaAvgA,0
5,0,9,0,28,0.32142857142857145,TFT17_RhaastUniqueTrait,7,1.6666666666666667,9,0.6666666666666665,76,1,"{""TFT17_Poppy"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_BlueBuff"", ""TFT_Item_HextechGunblade""], ""TFT17_Milio"": [""TFT_Item_Morellonomicon""], ""TFT17_Mordekaiser"": [""TFT_Item_Crownguard"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_SpectralGauntlet""], ""TFT17_Illaoi"": [], ""TFT17_Fizz"": [], ""TFT17_Rhaast"": [], ""TFT17_Corki"": [""TFT_Item_LastWhisper""], ""TFT17_Riven"": [], ""TFT17_TahmKench"": []}","[{""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_Astronaut"", ""style"": 1}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_Fateweaver"", ""style"": 1}, {""name"": ""TFT17_HPTank"", ""style"": 0}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 0}, {""name"": ""TFT17_RhaastUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 1}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,wMO2UzVv6Zz08R1MjI_TJUbRbFEj8P18dJWFVy_Q_xYgRdaIDJ1f1L4xpoTI-EF-65oR2rdDOGCIjg,0
2,1,9,26,35,0.2571428571428571,TFT17_DarkStar,7,1.7,10,0.5833333333333333,151,2,"{""TFT17_Lissandra"": [], ""TFT17_IvernMinion"": [], ""TFT17_Mordekaiser"": [], ""TFT17_Illaoi"": [""TFT_Item_NegatronCloak"", ""TFT17_Item_DarkStarEmblemItem"", ""TFT_Item_Crownguard""], ""TFT17_Kaisa"": [""TFT_Item_InfinityEdge""], ""TFT17_Karma"": [""TFT_Item_BlueBuff"", ""TFT_Item_Leviathan""], ""TFT17_Riven"": [""TFT_Item_SteraksGage"", ""TFT_Item_GuardianAngel"", ""TFT17_Item_DarkStarEmblemItem""], ""TFT17_Bard"": [], ""TFT17_Jhin"": [""TFT17_Item_AssassinTraitEmblemItem"", ""TFT_Item_InfinityEdge"", ""TFT_Item_LastWhisper""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 2}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 4}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_JhinUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_RangedTrait"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,TuE-_sqgOI26gYLh8gSj6K6dAJJzkD3YKwJfkZPYmxVKNs2Y6_UDiuIWDNfvDczJvNHVp_1hBIY8fQ,1
1,1,8,21,35,0.22857142857142856,TFT17_SpaceGroove,4,2.25,8,0.45192307692307687,203,3,"{""TFT17_Teemo"": [], ""TFT17_Nasus"": [], ""TFT17_Gwen"": [], ""TFT17_Samira"": [""TFT_Item_BlueBuff"", ""TFT_Item_InfinityEdge"", ""TFT_Item_LastWhisper""], ""TFT17_Ornn"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_Redemption""], ""TFT17_Rammus"": [""TFT_Item_SparringGloves""], ""TFT17_Nami"": [""TFT_Item_HextechGunblade"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_AdaptiveHelm""], ""TFT17_Blitzcrank"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_EmptyBag"", ""TFT_Item_EmptyBag""]}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_RangedTrait"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 4}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,U5fnc2WSQLidcmBgX2Vf0NGRbu-Tu6Epv0fkUWEsZkHADC51dNMsbKtEilLOuwePEKVYYNVQ23RWPw,0
8,0,7,2,26,0.2692307692307692,TFT17_FlexTrait,2,1.8333333333333333,6,0.5416666666666665,41,0,"{""TFT17_Chogath"": [], ""TFT17_IvernMinion"": [], ""TFT17_Illaoi"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_ChainVest""], ""TFT17_Aurora"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_TearOfTheGoddess""], ""TFT17_Maokai"": [], ""TFT17_Urgot"": [""TFT_Item_InfinityEdge"", ""TFT_Item_TitansResolve"", ""TFT_Item_MadredsBloodrazor""]}","[{""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_Mecha"", ""style"": 0}, {""name"": ""TFT17_MeleeTrait"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,Imu0Rh3r_3ux1q0wiwtXjAGc_7l0sOvNbtj7-AaRJOiouy29y8kthJBhMkzvRCBJXkRwXCp4zvVJcA,0
6,0,9,0,28,0.32142857142857145,TFT17_DarkStar,7,1.4444444444444444,9,0.6984126984126984,57,0,"{""TFT17_Chogath"": [], ""TFT17_Lissandra"": [], ""TFT17_Mordekaiser"": [], ""TFT17_Kaisa"": [], ""TFT17_Karma"": [], ""TFT17_Nunu"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Xayah"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Jhin"": [""TFT17_Item_StargazerEmblemItem"", ""TFT_Item_InfinityEdge""], ""TFT17_Blitzcrank"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_DarkStar"", ""style"": 4}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 0}, {""name"": ""TFT17_JhinUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Shield"", ""style"": 4}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,7TBytL4fXAj7A1SKFzE-SgyEORdEHg16dJXkHnXG2UcOrw46qAnbeXGx3JtUrrePr_qJHzkuNolDFA,0
3,1,8,0,31,0.25806451612903225,TFT17_Stargazer_Shield,5,1.75,8,0.5340909090909092,97,1,"{""TFT17_Teemo"": [], ""TFT17_Nasus"": [], ""TFT17_Jax"": [""TFT_Item_Crownguard"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Samira"": [""TFT_Item_Bloodthirster"", ""TFT_Item_RunaansHurricane"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Ornn"": [""TFT5_Item_GargoyleStoneplateRadiant"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_SpectralGauntlet""], ""TFT17_Lulu"": [], ""TFT17_Nami"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_StatikkShiv"", ""TFT_Item_Leviathan""], ""TFT17_Xayah"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 0}, {""name"": ""TFT17_SpaceGroove"", ""style"": 2}, {""name"": ""TFT17_Stargazer_Shield"", ""style"": 4}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551754242,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777704257977,fQ2elfw_gB6uAgjbRDJXGSz8-CvlwjBz2hqCLRajnoOBU5agkwX7s-PJMdQRygIDPPhf_2nxlUdgQA,0
8,0,8,21,30,0.26666666666666666,TFT17_Astronaut,6,1.5555555555555556,9,0.6419753086419753,71,0,"{""TFT17_Poppy"": [], ""TFT17_Milio"": [], ""TFT17_IvernMinion"": [], ""TFT17_Fizz"": [], ""TFT17_Rammus"": [""TFT_Item_FrozenHeart"", ""TFT_Item_AdaptiveHelm""], ""TFT17_Corki"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_LastWhisper"", ""TFT_Item_PowerGauntlet""], ""TFT17_Galio"": [], ""TFT17_Riven"": [""TFT_Item_Bloodthirster"", ""TFT_Item_SteraksGage"", ""TFT_Item_TitansResolve""], ""TFT17_Bard"": [""TFT_Item_RecurveBow""]}","[{""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_Astronaut"", ""style"": 2}, {""name"": ""TFT17_Fateweaver"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_Mecha"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}, {""name"": ""TFT17_Timebreaker"", ""style"": 1}]",NA1_5551921334,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777740517469,Xs6uYlQDt8nFsxlhvtdmPk8Fd6l1iVE6qeh43Ml_Oy-aAOnS8yW6TPZG20AZ7L5JfGP-Fl6gqraKEg,0
1,1,9,30,34,0.2647058823529412,TFT17_SonaUniqueTrait,9,1.9,10,0.6272727272727272,153,4,"{""TFT17_Lissandra"": [], ""TFT17_IvernMinion"": [], ""TFT17_Mordekaiser"": [], ""TFT17_Illaoi"": [], ""TFT17_Karma"": [""TFT_Item_PowerGauntlet"", ""TFT_Item_SpearOfShojin""], ""TFT17_Nami"": [""TFT_Item_Leviathan"", ""TFT_Item_Leviathan"", ""TFT_Item_JeweledGauntlet""], ""TFT17_TahmKench"": [""TFT_Item_RedBuff"", ""TFT_Item_IonicSpark"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Bard"": [""TFT_Item_StatikkShiv"", ""TFT_Item_HextechGunblade"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Sona"": [], ""TFT17_Summon"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_HPTank"", ""style"": 0}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_PsyOps"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SonaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}]",NA1_5551921334,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777740517469,Nu6fxikMbV87vMArGqI7VsLnbjr5fX8tphNB2EptzY24ook6Y-9vkhoug66tbFaFtl25zEkZj4e3AQ,0
6,0,8,2,31,0.25806451612903225,TFT17_Fateweaver,5,2.0,8,0.5,89,0,"{""TFT17_Caitlyn"": [], ""TFT17_Aatrox"": [], ""TFT17_TwistedFate"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Jax"": [], ""TFT17_Milio"": [], ""TFT17_Rhaast"": [""TFT_Item_DragonsClaw"", ""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Corki"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_Bloodthirster"", ""TFT_Item_RapidFireCannon""], ""TFT17_Nunu"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor""]}","[{""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 1}, {""name"": ""TFT17_Fateweaver"", ""style"": 4}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_RhaastUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 0}, {""name"": ""TFT17_Stargazer_Serpent"", ""style"": 1}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}]",NA1_5551921334,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777740517469,EjYmslMcAYiSuH6v59ZgLgY116oMiRkOzczikJHkUBP8BCIpkHvoUxJQ45tt68IxrYG1PUgrBLj8Kg,0
5,0,8,7,31,0.25806451612903225,TFT17_ADMIN,8,1.5555555555555556,9,0.537037037037037,86,0,"{""TFT17_Leona"": [], ""TFT17_Illaoi"": [], ""TFT17_Maokai"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_Redemption""], ""TFT17_Diana"": [], ""TFT17_Kindred"": [""TFT_Item_Deathblade""], ""TFT17_Leblanc"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_JeweledGauntlet""], ""TFT17_TahmKench"": [""TFT_Item_DragonsClaw"", ""TFT_Item_GiantsBelt""], ""TFT17_Sona"": [""TFT_Item_Morellonomicon"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_ADMIN"", ""style"": 4}, {""name"": ""TFT17_ASTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 1}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_PsyOps"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SonaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}]",NA1_5551921334,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777740517469,uoJ9Kq1lspDNou7be9CvFkiua0afoFhXh8Kz4b7B6f8Et9wNCVl2I_W3uGJTzn4nAnWG5gWFItA3ZQ,0
